sample_id,cs_flow_rate,pb_flow_rate,temperature,residence_time,plqy,emission_peak,fwhm,quality_class,pl_peak_wavelength,pl_peak_intensity,pl_integrated_intensity,pl_fwhm_calculated,abs_edge_wavelength,abs_peak_intensity,abs_integrated,stokes_shift,pl_symmetry,baseline_level
133,0.6,1.21,139.1,220.0,0.5077,520.51,44.18,fair,522.3529411764706,1.0,71.7046738574379,48.23529411764707,400.0,1.0,124.41296504423612,122.35294117647061,0.9440361400864471,0.1135293352108065
134,0.6,1.47,168.2,103.3,0.5936,517.98,38.89,fair,518.8235294117648,1.0,62.173363222758084,38.823529411764696,400.0,1.0,126.02818920041045,118.82352941176475,0.9098840042846441,0.0731165761043445
135,0.56,1.43,197.0,249.9,0.4938,519.76,41.17,fair,518.8235294117648,1.0,72.69844933191148,43.52941176470597,400.0,1.0,128.03995962999798,118.82352941176475,0.8590266490086891,0.05694269996380478
136,2.01,1.65,187.4,199.9,0.6942,517.57,26.41,good,518.8235294117648,1.0,45.118435387499886,27.058823529411768,400.0,1.0,126.55744455429688,118.82352941176475,0.9392867881531853,0.05414953771735331
137,1.85,1.39,166.4,203.2,0.92,512.27,22.31,excellent,510.5882352941177,1.0,33.79310492514562,23.529411764705856,400.0,1.0,119.19758606771114,110.58823529411768,0.8172301263733261,0.03667269880566683
138,1.1,1.7,104.6,149.0,0.6234,514.75,40.42,good,516.4705882352941,1.0,67.5882752587128,44.70588235294116,400.0,1.0,121.5474248673922,116.47058823529414,0.9427284629695204,0.09553397129364943
139,1.05,0.85,119.3,93.5,0.8072,513.54,29.91,excellent,515.2941176470588,1.0,43.370827044290486,29.411764705882376,400.0,1.0,119.65035294922832,115.29411764705878,0.9902124720084556,0.04166080408284621
140,0.59,0.86,179.7,151.7,0.5267,516.81,39.82,fair,511.7647058823529,1.0,67.28695092492441,41.17647058823525,400.0,1.0,123.46086344429476,111.76470588235293,0.7399338057822443,0.07853680631782202
141,0.6,0.96,153.6,170.0,0.5057,517.04,35.88,fair,518.8235294117648,1.0,66.53047315844213,42.35294117647061,400.0,1.0,122.80623557994355,118.82352941176475,0.9113652532227927,0.10240366977657882
142,2.0,1.37,129.2,174.9,0.599,511.96,35.24,fair,510.5882352941177,1.0,58.56849277542368,36.47058823529409,400.0,1.0,118.84860861898663,110.58823529411768,0.8191184098984704,0.08440813707214248
143,0.6,1.6,124.5,103.3,0.4847,517.86,46.91,fair,517.6470588235294,1.0,76.52983588930542,54.117647058823536,400.0,1.0,125.69543779893837,117.64705882352939,0.8985664342326668,0.0571898053184003
144,1.25,1.79,172.8,108.5,0.5375,518.49,38.23,fair,523.5294117647059,1.0,59.93814364240679,40.00000000000006,400.0,1.0,127.73699040216673,123.52941176470586,0.9743132215444168,0.05184538879331504
145,0.6,1.21,146.4,70.0,0.7222,515.22,33.1,good,517.6470588235294,1.0,48.59835535835741,34.117647058823536,400.0,1.0,120.96889399226067,117.64705882352939,0.9726259375137798,0.04476257301162686
146,0.6,1.34,146.4,136.7,0.4106,518.21,41.8,fair,522.3529411764706,1.0,78.90386230599498,48.235294117647015,400.0,1.0,120.85751868751771,122.35294117647061,0.9765952012818876,0.1034917083497265
147,1.61,0.87,189.0,233.1,0.6112,516.54,36.02,good,521.1764705882354,1.0,57.54192661199406,35.29411764705878,400.0,1.0,123.24012784512585,121.17647058823536,0.9616743198489779,0.057245952051424395
148,0.6,0.83,190.0,120.0,0.5714,518.85,35.9,fair,521.1764705882354,1.0,59.653732847034355,37.64705882352945,400.0,1.0,126.89679919151985,121.17647058823536,0.9706434926573638,0.07970459269840438
149,0.6,0.83,110.0,70.0,0.8498,515.61,34.52,excellent,515.2941176470588,1.0,46.28328802512321,34.11764705882359,400.0,1.0,121.45109158897529,115.29411764705878,0.9210919333025669,0.03646771016512497
150,0.56,0.9,117.3,242.3,0.5434,517.16,40.67,fair,515.2941176470588,1.0,67.8377169087793,45.882352941176464,400.0,1.0,126.54358839868667,115.29411764705878,0.8418521379349977,0.09816752456998
151,0.6,1.6,182.7,220.0,0.335,519.23,47.39,poor,509.4117647058824,1.0,97.00311605760493,67.05882352941177,400.0,1.0,115.95108602403627,109.41176470588238,0.6937576260275861,0.15657859440003738
152,0.6,1.34,117.3,186.7,0.5173,514.87,42.14,fair,521.1764705882354,1.0,70.9588894710127,44.70588235294116,400.0,1.0,124.45657508931802,121.17647058823536,0.9824388255900774,0.08957771699729637
153,0.76,0.83,175.5,203.3,0.6849,517.34,34.93,good,515.2941176470588,1.0,55.415097650806516,37.64705882352945,400.0,1.0,127.04081830225779,115.29411764705878,0.8115440792569357,0.05200520473097059
154,0.6,0.96,153.6,186.7,0.4677,518.96,37.53,fair,521.1764705882354,1.0,70.1377192108257,42.35294117647061,400.0,1.0,122.18522438499346,121.17647058823536,0.9651325741043798,0.0931627576995525
155,0.6,0.83,117.3,153.3,0.7176,515.4,38.01,good,515.2941176470588,1.0,52.21081433439553,36.470588235294144,400.0,1.0,122.34427499777196,115.29411764705878,0.9030789425668367,0.05052206772578929
156,0.6,1.21,160.9,136.7,0.4921,518.7,37.98,fair,524.7058823529412,1.0,77.98386256895327,48.235294117647015,400.0,1.0,126.08837879075327,124.70588235294122,0.9636167802402591,0.11632193600498215
157,2.06,0.7,158.5,224.6,0.5968,514.09,47.18,fair,514.1176470588235,1.0,66.81089140660453,50.588235294117624,400.0,1.0,124.07529625050176,114.11764705882354,0.9043175375365189,0.06689385176414686
158,0.6,1.21,182.7,120.0,0.6442,520.28,39.67,good,518.8235294117648,1.0,61.765236237475364,43.52941176470591,400.0,1.0,125.86776281427507,118.82352941176475,0.8499824287724334,0.05594224394000711
159,0.58,1.6,118.2,231.1,0.4343,516.53,45.99,fair,517.6470588235294,1.0,79.76862621622016,51.764705882352985,400.0,1.0,125.15303309394903,117.64705882352939,0.9086366834905306,0.09184159616074351
160,0.6,1.34,160.9,70.0,0.4622,518.64,41.19,fair,522.3529411764706,1.0,71.76450970769488,45.88235294117652,400.0,1.0,127.57799915017631,122.35294117647061,0.9901370775890161,0.10703366023423885
161,0.6,1.47,190.0,136.7,0.4584,521.35,45.19,fair,518.8235294117648,1.0,74.45280928400138,52.94117647058823,400.0,1.0,128.60331916890334,118.82352941176475,0.873391615827009,0.08028383425717416
162,0.6,0.7,182.7,220.0,0.6124,520.65,34.82,good,522.3529411764706,1.0,57.42183453886478,35.29411764705878,400.0,1.0,123.93348671858978,122.35294117647061,0.9555592008224445,0.06216353468927417
163,0.76,0.83,168.2,136.7,0.9193,513.98,23.3,excellent,512.9411764705883,1.0,35.04226953430884,23.529411764705856,400.0,1.0,121.7807172811945,112.94117647058829,0.8565885022206692,0.03739664888974828
164,0.62,0.77,136.9,121.7,0.745,515.25,31.42,good,514.1176470588235,1.0,49.549848489317064,31.764705882352928,400.0,1.0,120.64472207185142,114.11764705882354,0.8686706180932214,0.058840012044684364
165,1.99,1.18,198.3,61.9,0.6594,516.13,37.23,good,517.6470588235294,1.0,56.19292885447632,38.82352941176464,400.0,1.0,122.56078924846277,117.64705882352939,0.9474817021169676,0.05642049685467436
166,1.68,0.65,111.5,224.5,0.5045,512.64,48.47,fair,515.2941176470588,1.0,77.78845342727385,52.94117647058823,400.0,1.0,117.33656524441065,115.29411764705878,0.9454450075844365,0.10579393318556259
167,2.05,1.41,171.4,81.0,0.7756,513.65,28.04,excellent,512.9411764705883,1.0,43.846686753238615,28.235294117647015,400.0,1.0,120.74673760918232,112.94117647058829,0.8866319740399585,0.05146106385183071
168,0.6,0.83,175.5,86.7,0.7768,517.49,29.26,excellent,517.6470588235294,1.0,44.01058980412406,27.058823529411825,400.0,1.0,121.85402108088266,117.64705882352939,0.9253088931647104,0.044393676066724966
169,0.83,1.56,145.7,146.3,0.6056,518.18,37.91,good,518.8235294117648,1.0,65.3533461455456,37.64705882352939,400.0,1.0,125.75193492451524,118.82352941176475,0.8985029900406101,0.09114589190775538
170,0.76,0.83,139.1,70.0,0.92,515.31,21.87,excellent,514.1176470588235,1.0,33.54628320896089,21.176470588235304,400.0,1.0,122.30265395118637,114.11764705882354,0.8449160947484685,0.03454644187314983
171,0.6,1.34,160.9,220.0,0.4618,519.75,40.83,fair,521.1764705882354,1.0,70.08641172512884,42.35294117647061,400.0,1.0,126.64174503763057,121.17647058823536,0.9350386682517035,0.07516235676770358
172,1.7,1.44,138.8,140.6,0.92,512.23,22.75,excellent,512.9411764705883,1.0,32.46113467459308,22.35294117647055,400.0,1.0,111.33452572528081,112.94117647058829,0.9648904700095218,0.02443441864013966
173,0.74,1.22,168.3,92.3,0.4588,516.89,39.11,fair,522.3529411764706,1.0,74.99239481859564,45.882352941176464,400.0,1.0,126.17744629903413,122.35294117647061,0.9847839479384952,0.09931009416710915
174,0.6,1.09,146.4,86.7,0.44,517.54,44.4,fair,517.6470588235294,1.0,75.82348006019315,55.29411764705878,400.0,1.0,125.25151595018389,117.64705882352939,0.8863517609096908,0.1008415281629658
175,0.58,1.71,138.5,204.5,0.4518,519.32,47.38,fair,511.7647058823529,1.0,82.96099895820163,55.29411764705878,400.0,1.0,127.60243554527439,111.76470588235293,0.7504010132394674,0.0923615482912323
176,0.6,1.47,153.6,103.3,0.3671,518.77,47.63,poor,518.8235294117648,1.0,79.32839313664181,58.82352941176464,400.0,1.0,117.97907029420566,118.82352941176475,0.9083337820507038,0.11428205816745782
177,0.64,1.46,101.6,138.7,0.4969,516.58,45.83,fair,521.1764705882354,1.0,76.46856490779913,50.58823529411768,400.0,1.0,122.11729261277202,121.17647058823536,0.9827847621424183,0.0989939116953421
178,0.6,1.6,131.8,136.7,0.6854,519.48,39.45,good,524.7058823529412,1.0,57.80051403382612,40.0,400.0,1.0,125.7247387105383,124.70588235294122,0.9103788806865545,0.05057411934763958
179,1.48,1.29,169.5,76.8,0.92,516.85,22.84,excellent,515.2941176470588,1.0,32.87641342134438,22.35294117647061,400.0,1.0,123.45579811612039,115.29411764705878,0.8178196247911766,0.033672753117889524
180,0.9,1.6,196.6,183.1,0.5393,519.97,41.27,fair,521.1764705882354,1.0,65.02308438543088,43.52941176470591,400.0,1.0,125.0752376618157,121.17647058823536,0.9279083524650142,0.08647177947872006
181,0.6,1.47,153.6,153.3,0.5483,519.14,37.81,fair,516.4705882352941,1.0,65.15299146704058,40.00000000000006,400.0,1.0,128.3879921226717,116.47058823529414,0.8086703868373935,0.10033516294833081
182,1.15,0.69,133.6,166.6,0.7152,515.57,33.1,good,516.4705882352941,1.0,54.90439927855101,34.11764705882359,400.0,1.0,122.62634636033475,116.47058823529414,0.9214694172472183,0.08220219914090438
183,0.76,0.83,190.0,203.3,0.5925,519.49,33.98,fair,516.4705882352941,1.0,55.52099119760388,35.29411764705878,400.0,1.0,128.0955710960563,116.47058823529414,0.7851674962643465,0.07247983005279106
184,0.6,1.47,168.2,186.7,0.6376,516.49,33.48,good,517.6470588235294,1.0,56.93995642233597,34.117647058823536,400.0,1.0,125.53719858905326,117.64705882352939,0.9215721394334615,0.094309333324086
185,0.6,1.34,190.0,103.3,0.5766,516.52,39.81,fair,515.2941176470588,1.0,64.93122576676275,41.17647058823525,400.0,1.0,122.63591995057634,115.29411764705878,0.8321757080914507,0.07517751274651584
186,1.25,1.04,193.8,211.3,0.6202,515.11,35.45,good,512.9411764705883,1.0,56.825273081686966,36.470588235294144,400.0,1.0,124.39330089025817,112.94117647058829,0.8096342769595594,0.055007835845792205
187,1.45,0.67,126.4,84.3,0.4902,516.22,47.68,fair,515.2941176470588,1.0,77.42676595390435,57.64705882352939,400.0,1.0,123.7811098569559,115.29411764705878,0.8664338165922167,0.06915124167287158
188,0.76,0.83,190.0,70.0,0.7063,517.08,33.12,good,514.1176470588235,1.0,50.47035245716491,34.117647058823536,400.0,1.0,126.08673608374255,114.11764705882354,0.7895377081580206,0.0642327079097041
189,1.81,1.78,154.0,71.6,0.8211,510.92,23.15,excellent,510.5882352941177,1.0,35.74558739909571,22.35294117647061,400.0,1.0,119.73990075292846,110.58823529411768,0.8562887787700519,0.04037546286765508
190,0.6,1.34,110.0,103.3,0.4779,519.68,45.24,fair,515.2941176470588,1.0,78.80608078057494,51.76470588235293,400.0,1.0,125.86184011623168,115.29411764705878,0.7871543216621172,0.08836638653034962
191,0.6,0.96,131.8,70.0,0.5471,516.42,37.13,fair,514.1176470588235,1.0,64.16229156330785,37.64705882352939,400.0,1.0,123.55148744763476,114.11764705882354,0.8120489805518547,0.0897721574136916
192,1.89,0.79,154.8,166.6,0.5455,515.08,39.74,fair,514.1176470588235,1.0,64.87483398375937,148.23529411764707,400.0,1.0,122.34550291878477,114.11764705882354,0.8268152435421106,0.09412407365139001
193,0.6,0.83,190.0,86.7,0.6493,516.91,33.17,good,518.8235294117648,1.0,53.470336687942165,35.29411764705878,400.0,1.0,123.05841521972407,118.82352941176475,0.9426748341021877,0.049989513021587925
194,0.6,0.7,139.1,220.0,0.6068,515.58,36.67,good,511.7647058823529,1.0,59.4008460338924,37.64705882352939,400.0,1.0,123.8578118530391,111.76470588235293,0.7407168631832333,0.08293282620949671
195,0.6,1.09,182.7,103.3,0.7264,516.16,39.65,good,514.1176470588235,1.0,55.45204017500343,40.0,400.0,1.0,119.7181813847755,114.11764705882354,0.8421557494827264,0.05501550789426477
196,0.76,0.83,124.5,153.3,0.6985,516.57,37.17,good,515.2941176470588,1.0,51.28536694059914,38.823529411764696,400.0,1.0,124.87012181209005,115.29411764705878,0.8563446809153753,0.04047015816639264
197,0.6,1.6,117.3,153.3,0.5163,514.52,42.98,fair,512.9411764705883,1.0,67.47836504856997,42.35294117647061,400.0,1.0,126.51601757661709,112.94117647058829,0.8297456901886497,0.08909079560245416
198,0.6,1.34,175.5,120.0,0.5673,518.79,41.9,fair,520.0,1.0,65.92500468101338,43.52941176470591,400.0,1.0,125.91252269887298,120.0,0.9130664150183287,0.06452366352758435
199,0.54,1.7,141.6,90.1,0.5587,516.25,39.34,fair,520.0,1.0,63.56606063234446,43.52941176470591,400.0,1.0,123.14281337440104,120.0,0.9876663419895206,0.09040250652322122
200,1.57,0.92,116.0,192.8,0.7683,513.62,31.68,excellent,512.9411764705883,1.0,51.58903458924112,31.764705882352928,400.0,1.0,120.35343807326578,112.94117647058829,0.8674690758609691,0.0681470924898436
201,0.6,1.21,139.1,170.0,0.5466,517.4,36.06,fair,520.0,1.0,65.7137410473668,38.823529411764696,400.0,1.0,123.93961279779167,120.0,0.933798642765509,0.1241408623444999
202,0.6,0.83,146.4,120.0,0.7807,517.34,31.95,excellent,517.6470588235294,1.0,46.33090428093446,30.588235294117624,400.0,1.0,123.77638247343968,117.64705882352939,0.9343232490329225,0.04592186786573006
203,0.6,1.47,110.0,70.0,0.4413,517.83,46.61,fair,524.7058823529412,1.0,85.01093924777406,61.17647058823525,400.0,1.0,128.45192447494458,124.70588235294122,0.9612183942431637,0.12192231456941158
204,0.6,1.09,146.4,136.7,0.555,517.14,39.06,fair,518.8235294117648,1.0,65.07730177607152,37.64705882352939,400.0,1.0,125.20445162214041,118.82352941176475,0.9243065490708072,0.08898485899841047
205,0.6,0.83,190.0,186.7,0.5584,515.39,37.46,fair,520.0,1.0,69.84831830724596,40.0,400.0,1.0,122.14837393936162,120.0,0.9961280658384334,0.11576425550911726
206,1.77,1.18,173.7,89.4,0.7382,514.17,26.38,good,514.1176470588235,1.0,45.96467441543631,25.882352941176407,400.0,1.0,121.23660842574559,114.11764705882354,0.8885386880576365,0.06905627603909825
207,2.0,0.65,176.0,68.2,0.5777,512.89,51.79,fair,515.2941176470588,1.0,78.46861983926397,57.647058823529505,400.0,1.0,122.15040521139917,115.29411764705878,0.9480457686592275,0.09626051409644956
208,0.76,0.7,182.7,120.0,0.7676,515.19,29.72,excellent,514.1176470588235,1.0,49.001476512444384,29.411764705882376,400.0,1.0,122.83007528494488,114.11764705882354,0.8356054615758559,0.061090407398644055
209,0.6,0.7,124.5,120.0,0.7311,516.98,33.28,good,518.8235294117648,1.0,51.119633427685244,32.94117647058823,400.0,1.0,123.73742543874914,118.82352941176475,0.991793218600553,0.06154101263324761
210,1.75,1.19,176.0,79.6,0.8059,511.81,28.59,excellent,511.7647058823529,1.0,43.86957824077444,28.235294117647072,400.0,1.0,120.17844645859925,111.76470588235293,0.900519397409643,0.04868758623021392
211,0.6,0.7,153.6,120.0,0.8874,514.9,23.06,excellent,514.1176470588235,1.0,36.1004141468935,22.35294117647061,400.0,1.0,123.36521552247123,114.11764705882354,0.8625176465323439,0.03687099522968161
212,0.6,0.96,139.1,220.0,0.5519,520.99,39.54,fair,520.0,1.0,69.56372452953428,43.529411764705856,400.0,1.0,130.0114684275521,120.0,0.8476869487550026,0.10872688951960185
213,0.6,0.83,153.6,203.3,0.5163,516.64,39.04,fair,515.2941176470588,1.0,66.12600154813012,40.0,400.0,1.0,125.51678501951014,115.29411764705878,0.8297069206719174,0.09279978117219831
214,0.6,1.34,182.7,86.7,0.4975,517.76,41.69,fair,516.4705882352941,1.0,69.53489466503504,48.23529411764713,400.0,1.0,122.15696899629086,116.47058823529414,0.8831684493513698,0.06078826088146847
215,1.56,0.74,121.2,206.9,0.566,514.18,43.16,fair,514.1176470588235,1.0,68.07491953429138,48.235294117647015,400.0,1.0,122.35810752455515,114.11764705882354,0.8804188825649635,0.07770974874713167
216,0.76,0.83,146.4,186.7,0.8461,513.71,29.09,excellent,512.9411764705883,1.0,40.69510705451361,28.235294117647072,400.0,1.0,121.51559048696203,112.94117647058829,0.8995084787548626,0.030680077617683082
217,0.6,0.96,190.0,136.7,0.5207,520.18,44.03,fair,520.0,1.0,74.56893444947477,48.235294117647015,400.0,1.0,129.41144833032538,120.0,0.8725742719341928,0.11567913469503244
218,0.6,1.09,146.4,170.0,0.5791,517.02,37.57,fair,516.4705882352941,1.0,61.55582947795205,36.47058823529409,400.0,1.0,120.4576894805022,116.47058823529414,0.8460878556959458,0.08967301621936606
219,1.26,1.78,114.9,131.7,0.6295,517.65,37.11,good,517.6470588235294,1.0,61.43571276118693,37.64705882352945,400.0,1.0,125.09897186004682,117.64705882352939,0.8777467442070257,0.07708927171237875
220,0.6,1.6,175.5,70.0,0.523,516.91,40.84,fair,514.1176470588235,1.0,67.9400643949367,44.70588235294116,400.0,1.0,121.93986106282645,114.11764705882354,0.8053615843613386,0.09776754880264553
221,0.6,0.83,160.9,170.0,0.8221,514.56,29.94,excellent,515.2941176470588,1.0,44.11585622956268,28.235294117647072,400.0,1.0,108.61614369715855,115.29411764705878,0.9332601960656839,0.04097775191083914
222,0.6,1.21,175.5,220.0,0.3748,519.62,42.02,poor,520.0,1.0,85.65944922397057,52.94117647058823,400.0,1.0,121.08922522399243,120.0,0.8808566195059996,0.13863896592013886
223,0.76,0.83,146.4,136.7,0.92,512.76,20.31,excellent,512.9411764705883,1.0,31.551504058437118,18.823529411764753,400.0,1.0,123.75025252545825,112.94117647058829,0.9219261969751267,0.03676363157072638
224,1.68,0.87,180.1,184.7,0.5613,515.76,37.84,fair,517.6470588235294,1.0,60.238982984363346,38.82352941176475,400.0,1.0,124.21326051570294,117.64705882352939,0.9498884790793325,0.08434497661225561
225,1.92,1.2,141.3,72.8,0.8202,513.7,24.83,excellent,514.1176470588235,1.0,38.1777988764049,24.70588235294116,400.0,1.0,121.35892418070068,114.11764705882354,0.9231791466028885,0.03549686780353736
226,0.6,1.09,160.9,120.0,0.4982,521.02,38.9,fair,522.3529411764706,1.0,67.3211271300978,42.35294117647055,400.0,1.0,128.66032186809198,122.35294117647061,0.9332741887926174,0.05130887108130724
227,0.6,0.7,182.7,70.0,0.7941,516.09,30.43,excellent,515.2941176470588,1.0,43.651681108557014,29.411764705882376,400.0,1.0,124.65694978528644,115.29411764705878,0.8958299217107972,0.04587896356387583
228,0.9,0.65,186.4,196.5,0.7526,515.88,30.3,excellent,515.2941176470588,1.0,47.48828880703049,30.58823529411768,400.0,1.0,124.13248047812782,115.29411764705878,0.8877698916030544,0.06728902861431135
229,0.6,1.09,131.8,136.7,0.5529,517.62,40.39,fair,514.1176470588235,1.0,68.50329234062387,43.529411764705856,400.0,1.0,122.11301163015315,114.11764705882354,0.7724132031279507,0.09514054993384977
230,0.84,1.57,129.5,182.1,0.5489,515.59,40.53,fair,520.0,1.0,69.03499673560292,42.35294117647055,400.0,1.0,124.11059042798337,120.0,0.991701754486927,0.08898494653070205
231,0.6,0.83,182.7,70.0,0.6517,517.07,36.21,good,520.0,1.0,56.64455347926822,37.64705882352945,400.0,1.0,122.64309742135019,120.0,0.9939797081405967,0.06610579018192492
232,0.56,1.39,135.1,80.7,0.5902,516.84,39.86,fair,516.4705882352941,1.0,62.68212034072841,41.176470588235304,400.0,1.0,121.85957128050019,116.47058823529414,0.8761735799683114,0.07433557805864574
